1,Responsible,Ref_pubyr,Class,Order,Data_enterer,Type_locality,Type_country,Affiliations,Countries,Language
UA_509,Leonid,1829,Var Vertebrata,,Gorobets,,"Russian Empire (then), Ukraine",St. Petersburg University,Russia,Latin
UA_512,Leonid,1830,Var Vertebrata,,Gorobets,,"Russian Empire (then), Ukraine",St. Petersburg University,Russia,German
UA_511,Leonid,1830,Var Vertebrata,,Gorobets,,"Russian Empire (then), Ukraine",St. Petersburg University,Russia,Latin
UA_513,Leonid,1831,Var Vertebrata,,Gorobets,,"Russian Empire (then), Ukraine",St. Petersburg University,Russia,Latin
UA_514,Leonid,1837,Mammalia,Proboscidea,Gorobets,,"Russian Empire (then), Ukraine",St. Petersburg University,Russia,German
UA_515,Leonid,1838,Mammalia,Proboscidea,Gorobets,,"Russian Empire (then), Ukraine",St. Petersburg University,Russia,German
UA_508,Leonid,1840,Chondrichthyes,Elasmobranchii,Gorobets,,"Russian Empire (then), Ukraine",Humboldt University of Berlin (as University of Berlin),Germany,German
UA_994,Pavlo,1840,Mammalia,Proboscidea,,,"Russian Empire (then), Ukraine",V.N. Karazin Kharkiv National University,Ukraine,Russian
UA_603,Leonid,1847,,,Gorobets,,"Russian Empire (then), Ukraine",Richelieu Lyceum,Finland,German
UA_535,Leonid,1850,osteichthyes,,Gorobets,,"Russian Empire (then), Ukraine", Naturhistorisches Museum Vienna,Austria,German
UA_602,Leonid,1858,,,Gorobets,,"Russian Empire (then), Ukraine",Richelieu Lyceum,Finland,German
UA_73,Viktor,1860,Osteichthyes; Chondrichthyes,Aulopiformes;  Hybodontiformes; Lamniformes; Chimaeriformes; Pycnodontiformes; ,Baranov,,"Russian Empire (then), Ukraine",Taras Shevchenko National University of Kyiv,Ukraine,Russian
UA_516,Leonid,1860,Var Vertebrata,,Gorobets,,"Russian Empire (then), Ukraine",St. Petersburg University,Russia,French
UA_517,Leonid,1860,Var Vertebrata,,Gorobets,,"Russian Empire (then), Ukraine",St. Petersburg University,Russia,French
UA_518,Leonid,1860,Var Vertebrata,,Gorobets,,"Russian Empire (then), Ukraine",St. Petersburg University,Russia,French
UA_519,Leonid,1861,Var Vertebrata,,Gorobets,,"Russian Empire (then), Ukraine",St. Petersburg University,Russia,German
UA_520,Leonid,1871,Var Vertebrata,,Gorobets,,"Russian Empire (then), Ukraine",St. Petersburg University,Russia,German
UA_494,Juan,1873,Aves,Struthioniformes,Juan,,"Russian Empire (then), Ukraine","Zoological Museum, Imperial Saint Petersburg Academy of Sciences",Russia,German
UA_565,Leonid,1873,Aves,Struthioniformes,Gorobets,,"Russian Empire (then), Ukraine",,Sweden,Swedisch
UA_495,Juan,1874,Aves,Struthioniformes,Juan,,"Russian Empire (then), Ukraine","Zoological Museum, Imperial Saint Petersburg Academy of Sciences",Russia,English
UA_74,Viktor,1875,Mammalia,Cetacea,Baranov,,"Russian Empire (then), Ukraine",Taras Shevchenko National University of Kyiv,Ukraine,Russian
UA_540,Leonid,1876,,,Gorobets,,"Austria-Hungria (then), Ukraine",,Poland,Polish
UA_76,Viktor,1876,Chondrichthyes,Elasmobranchii,Baranov,,"Russian Empire (then), Ukraine",Taras Shevchenko National University of Kyiv,Ukraine,Russian
UA_1542,Viktor,1877,Mammalia,Proboscidea,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_369,Viktor,1878,Var Vertebrata,,Baranov,,"Russian Empire (then), Ukraine",Taras Shevchenko National University of Kyiv,Ukraine,Russian
UA_1353,Viktor,1880,Var Vertebrata,,Baranov,,"Russian Empire (then), Ukraine",Saint Petersburg State University,Russia,RUssian
UA_562,Leonid,1881,Mammalia,,Gorobets,,"Austria-Hungria (then), Ukraine",Lviv Gymnasiun IV,Poland,Polish
UA_165,Viktor,1881,Mammalia,Perissodactyla,Baranov,,"Russian Empire (then), Ukraine",Geological comitte of Russian empire,Russia,Russian
UA_496,Juan,1885,Aves,Struthioniformes,Juan,,"Russian Empire (then), Ukraine","Zoological Museum, Imperial Saint Petersburg Academy of Sciences",Russia,German
UA_727,Juan,1886,Aves,Pelecaniformes; Columbiformes,Juan,,"Russian Empire (then), Ukraine",Odessa State Universitz,Ukraine,German
UA_587,Leonid,1886,Aves,Struthioniformes,Gorobets,,"Russian Empire (then), Ukraine",,Germany,German
UA_370,Viktor,1886,Var Vertebrata,,Baranov,,"Russian Empire (then), Ukraine",Taras Shevchenko National University of Kyiv,Ukraine,Russian
UA_728,Juan,1887,Mammalia,Ask Viktor to translate,Juan,,"Russian Empire (then), Ukraine",Czech Charles-Ferdinand University,Czechia,German
UA_894,Pavlo,1890,Mammalia,Artiodactyla,,,"Russian Empire (then), Ukraine",Moscow State University,Russia,Russian
UA_982,Pavlo,1892,Aves,struthioniformes,,,"Russian Empire (then), Ukraine",,Ukraine,Russian
UA_960,Pavlo,1894,Mammalia,Proboscidea,,,"Russian Empire (then), Ukraine",T. Shevchenko Kyiv National University,Ukraine,Russian
UA_1642,Viktor,1895,Chondrichthyes; Osteichthyes,,,,"Russian Empire (then), Ukraine",,Ukraine,Russian
UA_1440,Viktor,1895,Var Vertebrata,,Baranov,,"Russian Empire (then), Ukraine",,Ukraine,Russian
UA_147,Viktor,1898,Mammalia,Proboscidea,Baranov,,"Russian Empire (then), Ukraine",Novorossiya University (later Odessa state University),Russia,Russian
UA_755,Pavlo,1899,Mammalia,Proboscidea,Gol'din,,"Russian Empire (then), Ukraine",In exile in France,Ukraine,Ukrainian
UA_914,Pavlo,1900,Var Vertebrata,,,,"Russian Empire (then), Ukraine",Poltava Regional Museum,Ukraine,Russian
UA_608,Juan,1902,Mammalia,Ungulata,Juan,,"Russian Empire (then), Ukraine",Moscow State University,Russia,French
UA_1442,Viktor,1903,Mammalia,Artiodactyla,Baranov,,"Russian Empire (then), Ukraine",Lomonosov Moscow State University,Ukraine,Russian
UA_80,Viktor,1903,Mammalia,Proboscidea; Perissodactyla,Baranov,,"Russian Empire (then), Ukraine","Ministry of interior, Russian Empire",Russia,Russian
UA_609,Leonid,1903,,,Gorobets,,"Russian Empire (then), Ukraine",,Russia,French
UA_733,Juan,1909,,,Juan,,"Austria-Hungria (then), Ukraine","Geological Survey of Austria (German: Geologische Bundesanstalt, GBA)",Austria,German
UA_756,Pavlo,1909,Mammalia,Proboscidea,Gol'din,,"Russian Empire (then), Ukraine",In exile in France,Ukraine,Ukrainian
UA_258,Viktor,1911,Osteichthyes,Scombriformes,Baranov,,"Russian Empire (then), Ukraine","RUSSIAN FEDERAL
RESEARCH INSTITUTE OF FISHERIES
AND OCEANOGRAPHY",Russia,Russian
UA_1616,Viktor,1911,Var Vertebrata,,,,"Russian Empire (then), Ukraine",Odessa State University,Ukraine,Russian
UA_1617,Viktor,1912,Aves,,,,"Russian Empire (then), Ukraine",Odessa State University,Ukraine,Russian
UA_539,Leonid,1912,Mammalia,Artiodactyla,Gorobets,,"Russian Empire (then), Ukraine",Novorossiya University (Mechnikov Odessa National University),Ukraine,English
UA_393,Viktor,1912,Mammalia,Artiodactyla,Baranov,,"Russian Empire (then), Ukraine",Odessa State University,Ukraine,Russian
UA_365,Viktor,1912,Mammalia,Cetacea,Baranov,,"Russian Empire (then), Ukraine",Kharkiv National University,Ukraine,Russian
UA_364,Viktor,1912,Mammalia,Perissodactyla,Baranov,,"Russian Empire (then), Ukraine",Kharkiv National University,Ukraine,Russian
UA_367,Viktor,1912,Mammalia,Perissodactyla,Baranov,,"Russian Empire (then), Ukraine",Kharkiv National University,Ukraine,Russian
UA_368,Viktor,1912,Mammalia,Perissodactyla,Baranov,,"Russian Empire (then), Ukraine",Kharkiv National University,Ukraine,Russian
UA_221,Viktor,1912,Var Vertebrata,,Baranov,,"Russian Empire (then), Ukraine",Odessa State University,Ukraine,Russian
UA_332,Viktor,1913,Mammalia,Artiodactyla,Baranov,,"Russian Empire (then), Ukraine",Odessa State University,Ukraine,Russian
UA_394,Viktor,1913,Mammalia,Artiodactyla,Baranov,,"Russian Empire (then), Ukraine",Odessa State University,Ukraine,Russian
UA_611,Juan,1913,Mammalia,"Artiodactyla, Perissodactyla",Juan,,"Russian Empire (then), Ukraine",Moscow State University,Russia,French
UA_277,Viktor,1913,Mammalia,Carnivora,Baranov,,"Russian Empire (then), Ukraine",Saint Petersburg Mining University,Russia,Russian
UA_266,Viktor,1913,Mammalia,,Baranov,,"Russian Empire (then), Ukraine",Saint Petersburg Mining University,Russia,Russian
UA_244,Viktor,1913,Reptilia,Suchia,Baranov,,"Russian Empire (then), Ukraine",Saint Petersburg Mining University,Russia,Russian
UA_734,Juan,1914,,,Juan,,"Austria-Hungria (then), Ukraine","Geological Survey of Austria (German: Geologische Bundesanstalt, GBA)",Austria,German
UA_395,Viktor,1914,Mammalia,Artiodactyla; Rodentia; Perissodactyla,Baranov,,"Russian Empire (then), Ukraine",Odessa State University,Ukraine,Russian
UA_129,Viktor,1914,Mammalia,Proboscidea,Baranov,,"Russian Empire (then), Ukraine",?,Ukraine,Russian
UA_255,Viktor,1914,Mammalia,,Baranov,,"Russian Empire (then), Ukraine",Saint Petersburg Mining University,Russia,Russian
UA_1267,Viktor,1914,Var Vertebrata,,Baranov,,"Russian Empire (then), Ukraine",Novorossiya University (Mechnikov Odessa National University),Russia,Russian
UA_1189,Svitozar,1915,Mammalia,Perissodactyla,,,"Russian Empire (then), Ukraine",Odessa State University,Ukraine,Russian
UA_171,Viktor,1915,Mammalia,Proboscidea,Baranov,,"Russian Empire (then), Ukraine",?,Ukraine,Russian
UA_396,Viktor,1915,Mammalia,Proboscidea,Baranov,,"Russian Empire (then), Ukraine",Odessa State University,Ukraine,Russian
UA_780,Pavlo,1915,Mammalia,Rodentia,,,"Russian Empire (then), Ukraine",,Ukraine,Russian
UA_443,Viktor,1915,Var Vertebrata,,Baranov,,"Russian Empire (then), Ukraine",Odessa State University,Ukraine,Russian
UA_735,Juan,1916,Mammalia,Perissodactyla; Artiodactyla,Juan,,"Austria-Hungria (then), Ukraine","Geological Survey of Austria (German: Geologische Bundesanstalt, GBA)",Austria,German
UA_388,Viktor,1916,Mammalia,Perissodactlya,Baranov,,"Russian Empire (then), Ukraine",Odessa State Agricultural University,Ukraine,Russian
UA_1190,Svitozar,1916,Mammalia,Perissodactyla,,,"Russian Empire (then), Ukraine",Odessa State University,Ukraine,Russian
UA_1191,Svitozar,1917,Mammalia,Perissodactyla,,,"Russian Empire (then), Ukraine",Odessa State University,Ukraine,Russian
UA_736,Juan,1918,Aves; Mammalia,Galliformes; Rodentia; Lagomorpha; Carnivora; Perissodactyla; Artiodactyla,Juan,,"Austria-Hungria (then), Ukraine","Geological Survey of Austria (German: Geologische Bundesanstalt, GBA)",Austria,German
UA_91,Viktor,1918,Reptilia,Testudines,Baranov,,"Russian Empire (then), Ukraine",Moscow State Mining University,Russia,Russian
UA_259,Viktor,1919,Osteichthyes,Scombriformes,Baranov,,"Russian Empire (then), Ukraine","RUSSIAN FEDERAL
RESEARCH INSTITUTE OF FISHERIES
AND OCEANOGRAPHY",Russia,Russian
UA_341,Viktor,1920,Mammalia,Proboscidea,Baranov,,"USSR (then), Ukraine",Taras Shevchenko National University of Kyiv,Ukraine,Ukrainian
UA_491,Juan,1921,Aves,Struthioniformes,Juan,,"Russian Empire (then), Ukraine","Department of Biology, University of Toronto",Canada,English
UA_953,Pavlo,1925,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",,Ukraine,Ukrainian
UA_954,Pavlo,1925,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",,Ukraine,Ukrainian
UA_1443,Viktor,1925,Mammalia,,Baranov,,"USSR (then), Ukraine",Lomonosov Moscow State University,Ukraine,Russian
UA_425,Viktor,1926,Chondrichthyes,,Baranov,,"USSR (then), Ukraine","State university of Mines, St. Petersburg",Russia,Russian
UA_399,Viktor,1926,Mammalia,Perissodactlya,Baranov,,"USSR (then), Ukraine",Odessa State Agricultural University,Ukraine,Russian
UA_1061,Svitozar,1926,Mammalia,Proboscidea; Perissodactyla,Davydenko,,"USSR (then), Ukraine",,Ukraine,Ukrainian
UA_1404,Viktor,1927,Osteichthyes,,Baranov,,"Russian Empire (then), Ukraine",Saint Petersburg State University,Russia,Russian
UA_1192,Svitozar,1927,Mammalia,Carnivora,,,"USSR (then), Ukraine",T.G.Shevchenko Kyiv National University,Ukraine,Russian
UA_872,Pavlo,1927,Var Vertebrata,,,,"USSR (then), Ukraine",Institute of Archaeology RAS,Russia,Russian
UA_159,Viktor,1928,Mammalia,Proboscidea; Perissodactyla,Baranov,,Ukraine,"Tarnovskyi Chernihiv Regional Historical Museum
",Ukraine,Ukrainian
UA_1420,Viktor,1928,Chondrichthyes,Myliobatiformes,Baranov,,"USSR (then), Ukraine",Geological Commission of USSR,Russia,Russian
UA_873,Pavlo,1928,Mammalia,Carnivora,,,"USSR (then), Ukraine",Institute of Archaeology RAS,Russia,Russian
UA_888,Pavlo,1928,Mammalia,Lagomorpha,,,"USSR (then), Ukraine", V.Vernadski Simferopol National University ,Ukraine,Russian
UA_955,Pavlo,1928,Mammalia,Proboscidea,,,"USSR (then), Ukraine",,Ukraine,Ukrainian
UA_260,Viktor,1928,Osteichthyes,,Baranov,,"USSR (then), Ukraine","RUSSIAN FEDERAL
RESEARCH INSTITUTE OF FISHERIES
AND OCEANOGRAPHY",Russia,Russian
UA_87,Viktor,1928,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",Poltava V.G. Korolenko National Pedagogical University,Ukraine,Ukrainian
UA_1623,Viktor,1929,Mammalia,Carnivora,,,"USSR (then), Ukraine",V. Vernadsky Simferopol National University,Ukraine,Russian
UA_1465,Viktor,1929,Mammalia,Rodentia,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_713,Juan,1929,Osteichthyes,,Juan,,"USSR (then), Ukraine",Russian Academy of Sciences,Russia ,German
UA_605,Juan,1929,Var Vertebrata,,Juan,,"USSR (then), Ukraine",,Russia,German
UA_92,Viktor,1929,,"Carnivora, Rodentia, Subungulata ",Baranov,,"USSR (then), Ukraine",Saint Petersburg Mining University,Russia,Russian
UA_615,Juan,1930,Mammalia,Rodentia; Carnivora,Juan,,Ukraine,IZAN,Ukraine,French
UA_1006,Svitozar,1930,Osteichthyes,,Davydenko,,Ukraine,V. N. Karazin Kharkiv National University,Ukraine,Ukrainian
UA_874,Pavlo,1930,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",Institute of Archaeology RAS,Russia,Russian
UA_875,Pavlo,1930,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",Institute of Archaeology RAS,Russia,Russian
UA_1444,Viktor,1930,Mammalia,Artiodactyla,Baranov,,"USSR (then), Ukraine",Lomonosov Moscow State University,Ukraine,Russian
UA_1544,Viktor,1930,Mammalia,Carnivora; Rodentia,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_997,Pavlo,1930,Mammalia,Pronoscoidea,,,"USSR (then), Ukraine",,Ukraine,Ukrainian
UA_1466,Viktor,1930,Mammalia,Rodentia; Lagomorpha,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_99,Viktor,1930,Mammalia,Carnivora,Baranov,,"USSR (then), Ukraine",Zoological Institute RAS,Russia,Russian
UA_111,Viktor,1930,Mammalia,Carnivora,Baranov,,"USSR (then), Ukraine",Zoological Institute RAS,Russia,Russian
UA_122,Viktor,1930,Mammalia,Carnivora,Baranov,,"USSR (then), Ukraine",Zoological Institute RAS,Russia,Russian
UA_1003,Svitozar,1930,Osteichthyes,,Davydenko,,"USSR (then), Ukraine",V. N. Karazin Kharkiv National University,Ukraine,Ukrainian
UA_127,Viktor,1930,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",Romny regional Museum,Ukraine,Ukrainian
UA_128,Viktor,1930,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",Romny regional Museum,Ukraine,Ukrainian
UA_89,Viktor,1931,Mammalia,Proboscidea,Baranov,,Ukraine,NASU Institute of Archaeology,Ukraine,Ukrainian
UA_877,Pavlo,1931,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",Institute of Archaeology RAS,Russia,Russian
UA_956,Pavlo,1931,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",,Ukraine,Ukrainian
UA_996,Pavlo,1931,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",Geological Institute NASU,Ukraine,Ukrainian
UA_612,Juan,1931,Mammalia,Proboscidea,Juan,,"USSR (then), Ukraine",Moscow State University,Russia,French
UA_1467,Viktor,1931,Mammalia,Rodentia,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_876,Pavlo,1931,Mammalia,,,,"USSR (then), Ukraine",Institute of Archaeology RAS,Russia,Russian
UA_753,Pavlo,1931,Osteichthyes,Thunniformes,Gol'din,,"USSR (then), Ukraine",Zoological Institute RAS,Russia,Russian
UA_288,Viktor,1931,Mammalia,Carnivora,Baranov,,"USSR (then), Ukraine",Saint Petersburg Mining University,Russia,Ukrainian
UA_210,Viktor,1931,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",Kyiv state mining university,Ukraine,Ukrainian
UA_915,Pavlo,1932,Acanthodii,Climatiiformes (?),,,"USSR (then), Ukraine",,Ukraine,Ukrainian
UA_613,Juan,1932,Mammalia,Proboscidea,Juan,,"USSR (then), Ukraine",Moscow State University,Russia,French
UA_1445,Viktor,1932,Mammalia,Proboscidea,Baranov,,"USSR (then), Ukraine",Lomonosov Moscow State University,Ukraine,Ukrainian
UA_617,Juan,1932,Mammalia,,Juan,,"USSR (then), Ukraine",IZAN,Ukraine,German
UA_616,Juan,1932,,,Juan,,"USSR (then), Ukraine",IZAN,Ukraine,German
UA_832,Pavlo,1933,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",Institute of Arachaeology RAS,Russia,Russian
UA_1194,Svitozar,1933,Mammalia,Carnivora,,,"USSR (then), Ukraine",T.G.Shevchenko Kyiv National University,Ukraine,Ukrainian
UA_1436,Viktor,1933,Mammalia,Perissodactyla,Baranov,,"USSR (then), Ukraine",S. M. Kirov Military Medical Academy,Russia,Russian
UA_1468,Viktor,1933,Mammalia,Rodentia,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_747,Leonid,1933,Mammalia,Proboscidea,Gorobets,,"USSR (then), Ukraine",St Petersburg Institute of Mines,Russia,Russian
UA_1456,Viktor,1934,Mammalia,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1254,Viktor,1934,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",Russian Geographical Society,Russia,Russian
UA_1545,Viktor,1934,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_1476,Viktor,1934,,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_410,Viktor,1934,Mammalia,Perissodactlya,Baranov,,"USSR (then), Ukraine",Askania Nova National park,Ukraine,Russian
UA_1059,Svitozar,1934,Mammalia,Proboscidea,Davydenko,,"USSR (then), Ukraine",,Ukraine,Russian
UA_449,Viktor,1934,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",National Museum of Natural History at the National Academy of Sciences of Ukraine; Institute of Geological Sciences,Ukraine,Russian
UA_861,Pavlo,1935,Aves,Anserifomes,,,"USSR (then), Ukraine",Geological Institute RAS,Russia,Russian
UA_878,Pavlo,1935,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",Institute of Archaeology RAS,Russia,Russian
UA_879,Pavlo,1935,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",Institute of Archaeology RAS,Russia,Russian
UA_958,Pavlo,1935,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",,Ukraine,Ukrainian
UA_752,Pavlo,1935,Mammalia,Insectivora,Gol'din,,"USSR (then), Ukraine",Zoological Institute RAS,Russia,Russian
UA_957,Pavlo,1935,Mammalia,Proboscidea,,,"USSR (then), Ukraine",,Ukraine,Ukrainian
UA_752,Pavlo,1935,Mammalia,Rodentia,Gol'din,,"USSR (then), Ukraine",Zoological Institute RAS,Russia,Russian
UA_1470,Viktor,1935,Mammalia,,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_1351,Viktor,1935,Var Vertebrata,,,,"USSR (then), Ukraine",Lomonosov Moscow State University,Russia,RUssian
UA_1477,Viktor,1935,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1457,Viktor,1935,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_1469,Viktor,1935,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_1546,Viktor,1935,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_477,Viktor,1935,Mammalia,Carnivora,Baranov,,"USSR (then), Ukraine",Novohrad Volinsky Natural History Museum,Ukraine,Ukrainian
UA_455,Viktor,1935,Mammalia,Proboscidea,Baranov,,"USSR (then), Ukraine",Novohrad Volinsky Natural History Museum,Ukraine,Ukrainian
UA_466,Viktor,1935,Mammalia,Proboscidea,Baranov,,"USSR (then), Ukraine",Novohrad Volinsky Natural History Museum,Ukraine,Ukrainian
UA_448,Viktor,1935,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",National Museum of Natural History at the National Academy of Sciences of Ukraine; Institute of Geological Sciences,Ukraine,Ukrainian
UA_563,Leonid,1936,Mammalia,,Gorobets,," Romania (then), Ukraine",Universitatea ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,Romania,French
UA_499,Juan,1936,Anphibia,Anura,Juan,,"USSR (then), Ukraine","Academy of Sciences of the Azerbaijanian SSR;  Institue of Paleontology, Academy of Sciences of the Georgian SSR;",Azerbaijan; Georgia,Ukrainian
UA_1547,Viktor,1936,Mammalia,,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_1458,Viktor,1936,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1459,Viktor,1936,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_880,Pavlo,1936,Var Vertebrata,,,,"USSR (then), Ukraine",Institute of Archaeology RAS; Geological Institute RAS,Russia,Russian
UA_488,Viktor,1936,Mammalia,Rodentia,Baranov,,"USSR (then), Ukraine",Novohrad Volinsky Natural History Museum,Ukraine,Ukrainian
UA_764,Pavlo,1937,Var Vertebrata,,,,Moldovan SSR then (now Ukraine),,Ukraine,Ukrainian
UA_1461,Viktor,1937,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1472,Viktor,1937,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_1473,Viktor,1937,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_882,Pavlo,1937,Var Vertebrata,,,,"USSR (then), Ukraine",Institute of Archaeology RAS,Russia,Russian
UA_337,Viktor,1937,Aves,,Baranov,,"USSR (then), Ukraine",Zoological Institute of Russian Academy of Science,Russia,Russian
UA_916,Pavlo,1938,Mammalia,Rodentia,,,"USSR (then), Ukraine",Institute of Zoology RAS,Russia,Russian
UA_1462,Viktor,1938,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1478,Viktor,1938,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1549,Viktor,1938,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_855,Pavlo,1938,Var Vertebrata,,,,"USSR (then), Ukraine",Odesa State University,Ukraine,Ukrainian
UA_483,Viktor,1938,Mammalia,Artiodactyla,Baranov,,"USSR (then), Ukraine",Odessa State University,Ukraine,Ukrainian
UA_981,Pavlo,1939,Aves,Gruiformes,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1195,Svitozar,1939,Mammalia,Carnivora,,,"USSR (then), Ukraine",T.G.Shevchenko Kyiv National University,Ukraine,Ukrainian
UA_938,Pavlo,1939,Mammalia,Lagomorpha,,,"USSR (then), Ukraine",Institute of Zoology RAS; IZAN,Russia; Ukraine,Russian
UA_927,Pavlo,1939,Mammalia,Rodentia,,,"USSR (then), Ukraine",Institute of Zoology RAS,Russia,Russian
UA_1463,Viktor,1939,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1479,Viktor,1939,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_862,Pavlo,1939,Var Vertebrata,,,,"USSR (then), Ukraine",Geological Institute RAS,Russia,Russian
UA_863,Pavlo,1939,Var Vertebrata,,,,"USSR (then), Ukraine",Geological Institute RAS,Russia,Russian
UA_856,Pavlo,1939,Var Vertebrata,,,,"USSR (then), Ukraine",Odesa State University,Ukraine,Russian
UA_765,Pavlo,1939,,,,,"USSR (then), Ukraine",,Ukraine,Ukrainian
UA_132,Viktor,1939,Aves,Strygiformes; Otidiformes,Baranov,,"USSR (then), Ukraine",Zoological Institute RAS,Russia,Russian
UA_83,Viktor,1939,Mammalia,Carnivora,Baranov,,"USSR (then), Ukraine",,Ukraine,Ukrainian
UA_833,Pavlo,1940,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",Institute of Arachaeology RAS,Russia,Russian
UA_998,Pavlo,1940,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",Oles Honchar Dnipro National University,Ukraine,Russian
UA_510,Leonid,1940,Mammalia,Artiodactyla,Gorobets,,"USSR (then), Ukraine",ras Shevchenko National University of Kyiv,Ukraine,Ukrainian
UA_847,Pavlo,1940,Mammalia,Carnivora,,,"USSR (then), Ukraine",Moscow State University,Russia,Russian
UA_992,Pavlo,1940,Mammalia,Proboscidea,,,"USSR (then), Ukraine",Gorkovskii State Pedagogical University,Russia,Russian
UA_949,Pavlo,1940,Mammalia,Rodentia,,,"USSR (then), Ukraine",Institute of Zoology RAS,Russia,Russian
UA_757,Pavlo,1940,Osteichthyes,,,,"USSR (then), Ukraine",INBUM (Institue of the Southern Seas Biology),Ukraine,Russian
UA_1416,Viktor,1940,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",Lomonosov Moscow State University,Russia,Russian
UA_1464,Viktor,1940,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1480,Viktor,1940,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1481,Viktor,1940,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_983,Pavlo,1940,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_338,Viktor,1940,Aves,,Baranov,,"USSR (then), Ukraine",Zoological Institute of Russian Academy of Science,Russia,Russian
UA_339,Viktor,1940,Aves,,Baranov,,"USSR (then), Ukraine",Zoological Institute of Russian Academy of Science,Russia,Russian
UA_340,Viktor,1940,Aves,,Baranov,,"USSR (then), Ukraine",Zoological Institute of Russian Academy of Science,Russia,Russian
UA_148,Viktor,1940,Mammalia,Proboscidea,Baranov,,"USSR (then), Ukraine",?,Ukraine,Ukrainian
UA_155,Viktor,1940,Mammalia,Rodentia; Carnivora; Artiodactyla; Perissodactyla,Baranov,,"USSR (then), Ukraine",South Russian State Polytechnic University,Russia,Russian
UA_478,Viktor,1940,Mammalia,,Baranov,,"USSR (then), Ukraine",Odessa State University,Ukraine,Russian
UA_378,Viktor,1940,Reptilia,"	Testudines",Baranov,,"USSR (then), Ukraine",Saint Petersburg State University,Russia,Russian
UA_64,Viktor,1941,Mammalia,Rodentia,Baranov,,Ukraine,IZAN,Ukraine,Ukrainian
UA_521,Leonid,1941,Mammalia,Artiodactyla,Gorobets,,"USSR (then), Ukraine",Taras Shevchenko National University of Kyiv,Ukraine,Ukrainian
