1,Responsible,Ref_pubyr,Class,Order,Data_enterer,Type_locality,Type_country,Affiliations,Countries,Language
UA_1027,Svitozar,1987,Mammalia,Carnivora,Davydenko,,"USSR (then), Ukraine",Zoological Institute of Russian Academy of Sciences,Russia ,Russian
UA_1068,Svitozar,1987,Mammalia,Carnivora,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_334,Viktor,1987,Mammalia,Lagomorpha,Baranov,,"USSR (then), Ukraine",Institute of Geological Sciences,Ukraine,Russian
UA_335,Viktor,1987,Mammalia,Lagomorpha,Baranov,,"USSR (then), Ukraine",Institute of Geological Sciences,Ukraine,Russian
UA_04,Viktor,1987,Mammalia,Rodentia,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,russian
UA_287,Viktor,1987,Mammalia,Rodentia,Baranov,,"USSR (then), Ukraine",IZAN; National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Russian
UA_1115,Svitozar,1987,Var Vertebrata,,,,"USSR (then), Ukraine",Ivano-Frankivsk National Technical University of Oil and Gas,Ukraine,Ukrainian
UA_1038,Svitozar,1988,Aves,Strigiformes,Davydenko,,Ukraine,Zoological Institute of Russian Academy of Sciences,Russia ,Russian
UA_179,Viktor,1988,Mammalia,Artiodactyla,Baranov,,Ukraine,NASU Institute of Archaeology,Ukraine,Russian
UA_1359,Viktor,1988,Aves,Struthioniformes,Baranov,,"USSR (then), Ukraine","Paleontological Institute, Russian Academy of Sciences",Russia,Russian
UA_1304,Viktor,1988,Mammalia,Perissodacty; Artiodactyla,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_634,Juan,1988,Mammalia,Rodentia,Juan,,"USSR (then), Ukraine","National Museum of Natural History, National Academy of Sciences of Ukraine",Ukraine,English
UA_1131,Svitozar,1988,Mammalia,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1156,Svitozar,1988,Var Vertebrata,,,,"USSR (then), Ukraine",National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Russian
UA_123,Viktor,1988,Mammalia,Carnivora,Baranov,,"USSR (then), Ukraine",National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Russian
UA_230,Viktor,1988,Mammalia,Chiroptera,Baranov,,"USSR (then), Ukraine",IZAN; Uzhhorod National University,Ukraine,Russian
UA_05,Viktor,1988,Mammalia,Lagomorpha,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,russian
UA_06,Viktor,1988,Mammalia,Rodentia,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,russian
UA_07,Viktor,1988,Mammalia,Rodentia,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,russian
UA_08,Viktor,1988,Mammalia,Rodentia,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,russian
UA_289,Viktor,1988,Mammalia,Rodentia,Baranov,,"USSR (then), Ukraine",IZAN; National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Russian
UA_1072,Svitozar,1988,Mammalia,,Baranov,,"USSR (then), Ukraine",T.G.Shevchenko Kyiva National University,Ukraine,Russian
UA_326,Viktor,1988,Mammalia,,Baranov,,"USSR (then), Ukraine",IZAN; National Museum of Natural History at the National Academy of Sciences of Ukraine; Institute of Geological Sciences,Ukraine,Ukrainian
UA_327,Viktor,1988,Mammalia,,Baranov,,"USSR (then), Ukraine",IZAN; National Museum of Natural History at the National Academy of Sciences of Ukraine; Institute of Geological Sciences,Ukraine,Ukrainian
UA_959,Pavlo,1989,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",Institute of Archaeology RAS,Ukraine,Russian
UA_1355,Viktor,1989,Mammalia,Proboscidea; Carnivora; Artiodactyla,Baranov,,"USSR (then), Ukraine",Sumy State Pedagogical University AS Makarenko,Ukraine,RUssian
UA_1356,Viktor,1989,Mammalia,Proboscidea; Carnivora; Artiodactyla; Perissodactyla,Baranov,,"USSR (then), Ukraine",Sumy State Pedagogical University AS Makarenko,Ukraine,RUssian
UA_1389,Viktor,1989,Mammalia,Rodentia,Baranov,,"USSR (then), Ukraine",National Museum of Natural History at the National Academy of Sciences of Ukraine; IZAN,Ukraine,Russian
UA_1614,Viktor,1989,Mammalia,Rodentia; Artiodactyla,,,"USSR (then), Ukraine","""Chernigiv"" ",Ukraine,Russian
UA_1627,Viktor,1989,Mammalia,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1628,Viktor,1989,Mammalia,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1303,Viktor,1989,Reptilia,Squamata,Baranov,,"USSR (then), Ukraine","Tyraspol State Pedagogical Institute; Institute of Palaeobiology, Georgian Academy of Sciences",Moldova; Ukraine; Georgia,Russian
UA_977,Pavlo,1989,Reptilia,Squamata,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_978,Pavlo,1989,Reptilia,Squamata,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1341,Viktor,1989,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",Institute of Geological Sciences,Ukraine,RUssian
UA_921,Pavlo,1989,Var Vertebrata,,,,"USSR (then), Ukraine",Institute of Archaeology NASU,Ukraine,Russian
UA_922,Pavlo,1989,Var Vertebrata,,,,"USSR (then), Ukraine",Institute of Archaeology NASU,Ukraine,Russian
UA_112,Viktor,1989,Mammalia,Artiodactyla,Baranov,,"USSR (then), Ukraine",National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Russian
UA_124,Viktor,1989,Mammalia,Carnivora,Baranov,,"USSR (then), Ukraine",National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Russian
UA_09,Viktor,1989,Mammalia,Rodentia,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,russian
UA_290,Viktor,1989,Mammalia,Rodentia,Baranov,,"USSR (then), Ukraine",IZAN; National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Russian
UA_445,Viktor,1989,Reptiles,Testudines,Baranov,,"USSR (then), Ukraine",Tbilisi State University,Georgia,Russian
UA_101,Viktor,1989,Var Vertebrata,,Baranov,,"USSR (then), Ukraine","Institute of Geography, Russian Academy of Sciences",Russia,Russian
UA_97,Viktor,1989,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",NASU Institute of Archaeology,Ukraine,Russian
UA_1358,Viktor,1990,Mammalia,Rodentia; Insectivora; Lagomorpha,Baranov,,Ukraine,"Tyraspol State Pedagogical Institute; Institute of Geography, Russian Academy of Sciences ",Moldova; Russia,Russian
UA_886,Pavlo,1990,Mammalia,Artiodactyla; Perissodactyla; Proboscidea; Carnivora,,,"USSR (then), Ukraine",Institutul de Zoologie | Institute of Zoology; IZAN;  Lviv National Medical University,Moldova; Ukraine,Russian
UA_1454,Viktor,1990,Mammalia,Insectivora,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_636,Juan,1990,Mammalia,Rodentia,Juan,,"USSR (then), Ukraine","National Museum of Natural History, National Academy of Sciences of Ukraine",Ukraine,English
UA_635,Juan,1990,Mammalia,Rodentia,Juan,,"USSR (then), Ukraine","National Museum of Natural History, National Academy of Sciences of Ukraine",Ukraine,French
UA_1332,Viktor,1990,Mammalia,,Baranov,,"USSR (then), Ukraine","Institute of Geography, Russian Academy of Sciences; Tyraspol State Pedagogical Institute",Russia; Moldova,Russian
UA_701,Juan,1990,Reptilia,Squamata,Juan,,"USSR (then), Ukraine","Institute of Systernatics and Evolution of Anirnals, Polish Academy of Science; Institute of Zoology, National Academy of Sciences of Ukraine",Poland; Ukraine,English
UA_794,Pavlo,1990,Var Vertebrata,,,,"USSR (then), Ukraine",Institute of Geological Sciences,Ukraine,Russian
UA_923,Pavlo,1990,Var Vertebrata,,,,"USSR (then), Ukraine",Institute of Archaeology NASU,Ukraine,Russian
UA_924,Pavlo,1990,Var Vertebrata,,,,"USSR (then), Ukraine",Institute of Archaeology NASU,Ukraine,Russian
UA_231,Viktor,1990,Aves,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_1049,Svitozar,1990,Mammalia,Artiodactyla,Davydenko,,"USSR (then), Ukraine",Zoological Institute of Russian Academy of Sciences,Russia ,Russian
UA_291,Viktor,1990,Mammalia,Insectivora,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_15,Viktor,1990,Mammalia,Insectivora; Lagomorpha; Rodentia; Carnivora;Perissodactyla; Artiodactyla,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,russian
UA_11,Viktor,1990,Mammalia,Lagomorpha,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,russian
UA_13,Viktor,1990,Mammalia,Rodentia,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,russian
UA_12,Viktor,1990,Mammalia,Rodentia,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_16,Viktor,1990,Mammalia,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,russian
UA_10,Viktor,1990,Mammalia,,Baranov,,"USSR (then), Ukraine","IZAN; NMNHU; Institute of Geography, RAS",Ukraine; Russia,Russian
UA_476,Viktor,1990,Mammalia,,Baranov,,"USSR (then), Ukraine",,Ukraine,Russian
UA_328,Viktor,1990,Mammalia,,Baranov,,"USSR (then), Ukraine",IZAN; National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Ukrainian
UA_446,Viktor,1990,Reptiles,Testudines,Baranov,,"USSR (then), Ukraine",Tbilisi State University,Georgia,Russian
UA_1645,Viktor,1991,Amphibia,Anura,,,Ukraine,Voronezh State University,Russia,Russian
UA_1630,Viktor,1991,Mammalia,Proboscidea,,,Ukraine,IZAN,Ukraine,Russian
UA_17,Viktor,1991,Mammalia,,Baranov,,Ukraine,IZAN,Ukraine,russian
UA_925,Pavlo,1991,Mammalia,,,,Ukraine,Institute of Archaeology NASU,Ukraine,Russian
UA_926,Pavlo,1991,Mammalia,,,,Ukraine,Institute of Archaeology NASU,Ukraine,Russian
UA_1197,Svitozar,1991,Mammalia,,,,Ukraine,Geological Institute NASU,Ukraine,Russian
UA_1629,Viktor,1991,Mammalia,,,,Ukraine,IZAN,Ukraine,Russian
UA_738,Juan,1991,Reptilia,Squamata,Juan,,Ukraine,"Institute of Zoology, National Academy of Sciences of Ukraine; Irkutsk State University",Ukraine; Russia,English
UA_928,Pavlo,1991,Var Vertebrata,,,,Ukraine,Institute of Archaeology NASU,Ukraine,Russian
UA_1390,Viktor,1991,Mammalia,Rodentia,Baranov,,"USSR (then), Ukraine",National Museum of Natural History at the National Academy of Sciences of Ukraine; IZAN,Ukraine,Russian
UA_702,Juan,1991,Reptilia,Squamata,Juan,,"USSR (then), Ukraine","Institute of Systernatics and Evolution of Anirnals, Polish Academy of Science",Poland,English
UA_703,Juan,1991,Reptilia,Squamata,Juan,,"USSR (then), Ukraine","Institute of Systernatics and Evolution of Anirnals, Polish Academy of Science",Poland,English
UA_418,Viktor,1991,Mammalia,,Baranov,,"USSR (then), Ukraine",,Moldova,Russian
UA_447,Viktor,1991,Reptiles,Testudines,Baranov,,"USSR (then), Ukraine",Tbilisi State University,Georgia,Russian
UA_578,Leonid,1992,Aves,,Gorobets,,Ukraine,Center for Historical Ornithology,Czechia,English
UA_1412,Viktor,1992,Aves,,Baranov,,Ukraine,Saint Petersburg State University,Russia,Russian
UA_939,Pavlo,1992,Mammalia,Artiodactyla,,,Ukraine,Institute of Archaeology NASU,Ukraine,Ukrainian
UA_706,Juan,1992,Mammalia,Primates,Juan,,Ukraine,"Geological Institute, Russian Academy of Sciences; Paleontological Institute, Russian Academy of Sciences",Russia,English
UA_292,Viktor,1992,Mammalia,Rodentia,Baranov,,Ukraine,IZAN; National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Russian
UA_293,Viktor,1992,Mammalia,Rodentia,Baranov,,Ukraine,IZAN; National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Russian
UA_329,Viktor,1992,Mammalia,Rodentia; Insectivora; Lagomorpha,Baranov,,Ukraine,IZAN; National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Ukrainian
UA_1365,Viktor,1992,Mammalia,Rodentia; Lagomorpha,Baranov,,Ukraine,Institute of Geological Sciences NASU,Ukraine,RUssian
UA_232,Viktor,1992,Mammalia,,Baranov,,Ukraine,IZAN,Ukraine,Russian
UA_1338,Viktor,1992,Mammalia,,Baranov,,Ukraine,IZAN,Ukraine,RUssian
UA_1631,Viktor,1992,Mammalia,,,,Ukraine,IZAN,Ukraine,Russian
UA_1632,Viktor,1992,Mammalia,,,,Ukraine,IZAN,Ukraine,Russian
UA_741,Juan,1992,Reptilia,Squamata,Juan,,Ukraine,"Institute of Zoology, National Academy of Sciences of Ukraine",Ukraine,English
UA_740,Juan,1992,Reptilia,,Juan,,Ukraine,"Institute of Zoology, National Academy of Sciences of Ukraine",Ukraine,English
UA_704,Juan,1992,Reptilia,Squamata,Juan,,"USSR (then), Ukraine","Institute of Systernatics and Evolution of Anirnals, Polish Academy of Science; Institute of Zoology, National Academy of Sciences of Ukraine",Poland; Ukraine,English
UA_525,Leonid,1993,Mammalia,Perissodactyla,Gorobets,,Ukraine,Georgia National Museum; National Museum of Natural History at the National Academy of Sciences of Ukraine,Georgia; Ukraine,English
UA_796,Pavlo,1993,Mammalia,Perissodactyla,,,Ukraine,Institute of Palaeobiology Georgian Academy of Science; National Museum of Natural History at the National Academy of Sciences of Ukraine,Georgia; Ukraine,Russian
UA_427,Viktor,1993,Mammalia,Proboscidea,Baranov,,Ukraine,Bryansk State University,Russia,Russian
UA_428,Viktor,1993,Mammalia,Proboscidea,Baranov,,Ukraine,Bryansk State University,Russia,Russian
UA_707,Juan,1993,Mammalia,Rodentia,Juan,,Ukraine,"Geological Institute, Russian Academy of Sciences",Russia,English
UA_589,Leonid,1993,Mammalia,Rodentia,Gorobets,,Ukraine,National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,English
UA_590,Leonid,1993,Mammalia,Rodentia,Gorobets,,Ukraine,National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,English
UA_637,Juan,1993,Mammalia,Rodentia,Juan,,Ukraine,"National Museum of Natural History, National Academy of Sciences of Ukraine",Ukraine,English
UA_638,Juan,1993,Mammalia,Rodentia,Juan,,Ukraine,"National Museum of Natural History, National Academy of Sciences of Ukraine",Ukraine,English
UA_18,Viktor,1993,Mammalia,Rodentia,Baranov,,Ukraine,IZAN,Ukraine,russian
UA_294,Viktor,1993,Mammalia,Rodentia,Baranov,,Ukraine,IZAN; National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Russian
UA_1391,Viktor,1993,Mammalia,Rodentia,Baranov,,Ukraine,National Museum of Natural History at the National Academy of Sciences of Ukraine; IZAN,Ukraine,Russian
UA_20,Viktor,1993,Mammalia,,Baranov,,Ukraine,IZAN; National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,russian
UA_234,Viktor,1993,Mammalia,,Baranov,,Ukraine,IZAN,Ukraine,Russian
UA_1198,Svitozar,1993,Mammalia,,,,Ukraine,Geological Institute NASU,Ukraine,Russian
UA_1633,Viktor,1993,Mammalia,,,,Ukraine,IZAN,Ukraine,Russian
UA_1634,Viktor,1993,Mammalia,,,,Ukraine,IZAN,Ukraine,Russian
UA_739,Juan,1993,Reptilia,Squamata,Juan,,Ukraine,"Institute of Zoology, National Academy of Sciences of Ukraine",Ukraine,English
UA_979,Pavlo,1993,Reptilia,Squamata,,,Ukraine,IZAN,Ukraine,Russian
UA_1247,Svitozar,1993,Var Vertebrata,,,,Ukraine,Uzhgorod State University,Ukraine,Ukrainian
UA_639,Juan,1994,Mammalia,Rodentia,Juan,,"USSR (then), Ukraine","National Museum of Natural History, National Academy of Sciences of Ukraine",Ukraine,English
UA_628,Juan,1994,Mammalia,Proboscidea,Juan,,Ukraine,"Schmalhausen Institute of Zoology, National Academy of Sciences of Ukraine",Ukraine,English
UA_1060,Svitozar,1994,Mammalia,Artiodactyla,Davydenko,,Ukraine,Zoological Institute of Russian Academy of Sciences,Russia ,Russian
UA_1071,Svitozar,1994,Mammalia,Artiodactyla,Davydenko,,Ukraine,Zoological Institute of Russian Academy of Sciences,Russia ,Russian
UA_729,Juan,1994,Mammalia,Carnivora,Juan,,Ukraine,"Institute of Paleobiology, Polish Academy of Science; National Museum of Natural History, National Academy of Sciences of Ukraine",Poland; Ukraine,English
UA_687,Juan,1994,Mammalia,Carnivora,Juan,,Ukraine,"National Museum of Natural History, National Academy of Sciences of Ukraine",Ukraine,English
UA_1157,Svitozar,1994,Mammalia,Perissodactyla,,,Ukraine,National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Russian
UA_553,Leonid,1994,Mammalia,Rodentia,Gorobets,,Ukraine,Institute of Geological Sciences NASU;,Ukraine,English
UA_591,Leonid,1994,Mammalia,Rodentia,Gorobets,,Ukraine,National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,English
UA_642,Juan,1994,Mammalia,Rodentia,Juan,,Ukraine,"National Museum of Natural History, National Academy of Sciences of Ukraine",Ukraine,English
UA_645,Juan,1994,Mammalia,Rodentia,Juan,,Ukraine,"National Museum of Natural History, National Academy of Sciences of Ukraine",Ukraine,English
UA_1200,Svitozar,1994,Mammalia,Rodentia,,,Ukraine,Geological Institute NASU,Ukraine,Russian
UA_1392,Viktor,1994,Mammalia,Rodentia,Baranov,,Ukraine,National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Russian
UA_644,Juan,1994,Mammalia,Rodentia ,Juan,,Ukraine,"National Museum of Natural History, National Academy of Sciences of Ukraine",Ukraine,English
UA_1366,Viktor,1994,Mammalia,Rodentia; Proboscidea; Perissodactyla; Artiodactyla,Baranov,,Ukraine,Institute of Geological Sciences NASU,Ukraine,RUssian
UA_640,Juan,1994,Mammalia,Rodentia? and more?,Juan,,Ukraine,"National Museum of Natural History, National Academy of Sciences of Ukraine",Ukraine,English
UA_641,Juan,1994,Mammalia,Rodentia? and more?,Juan,,Ukraine,"National Museum of Natural History, National Academy of Sciences of Ukraine",Ukraine,English
UA_21,Viktor,1994,Mammalia,,Baranov,,Ukraine,IZAN,Ukraine,russian
UA_22,Viktor,1994,Mammalia,,Baranov,,Ukraine,IZAN,Ukraine,russian
UA_23,Viktor,1994,Mammalia,,Baranov,,Ukraine,IZAN; National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,russian
UA_24,Viktor,1994,Mammalia,,Baranov,,Ukraine,IZAN,Ukraine,russian
UA_1620,Viktor,1994,Mammalia,,,,Ukraine,"Institute of Geology, NASU",Ukraine,Russian
UA_295,Viktor,1994,Mammalia,,Baranov,,Ukraine,"IZAN; National Museum of Natural History at the National Academy of Sciences of Ukraine;  Institute of Geography, RAS; Institute of Geological Sciences",Ukraine; Russia,Russian
UA_1199,Svitozar,1994,Var Vertebrata,,,,Ukraine,Geological Institute NASU,Ukraine,Russian
UA_812,Pavlo,1994,Var Vertebrata,,,,Ukraine,Institute of Geography NASU,Ukraine,Ukrainian
UA_1264,Viktor,1994,Mammalia,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_579,Leonid,1995,Aves,,Gorobets,,Ukraine,Center for Historical Ornithology,Czechia,English
UA_1082,Svitozar,1995,Mammalia,Carnivora,,,Ukraine,Zoological Institute of Russian Academy of Sciences,Russia ,Russian
UA_522,Leonid,1995,Mammalia,Perissodactyla,Gorobets,,Ukraine,Musï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,France; Russia,French
UA_1158,Svitozar,1995,Mammalia,Perissodactyla,,,Ukraine,National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Russian
UA_648,Juan,1995,Mammalia,Proboscidea,Juan,,Ukraine,"National Museum of Natural History, National Academy of Sciences of Ukraine",Ukraine,English
UA_1635,Viktor,1995,Mammalia,Proboscidea; Perissodactyla,,,Ukraine,IZAN,Ukraine,Russian
UA_708,Juan,1995,Mammalia,Rodentia,Juan,,Ukraine,"Geological Institute, Russian Academy of Sciences",Russia,English
UA_592,Leonid,1995,Mammalia,Rodentia,Gorobets,,Ukraine,National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,English
UA_647,Juan,1995,Mammalia,Rodentia,Juan,,Ukraine,"National Museum of Natural History, National Academy of Sciences of Ukraine",Ukraine,English
UA_650,Juan,1995,Mammalia,Rodentia,Juan,,Ukraine,National Museum of Natural History; National Academy of Sciences of Ukraine; Polish Academy of Sciences,Ukraine; Poland,English
UA_649,Juan,1995,Mammalia,Rodentia; Lagomorpha;  itis also  mentioned in the text  that in that area were also Eulipotyphla; Carnivora; Perissodactyla; Artiodactyla and Aves Galliformes,Juan,,Ukraine,"National Museum of Natural History, National Academy of Sciences of Ukraine",Ukraine,English
UA_646,Juan,1995,Mammalia,Rodentia? and more?,Juan,,Ukraine,"National Museum of Natural History, National Academy of Sciences of Ukraine",Ukraine,English
UA_26,Viktor,1995,Mammalia,,Baranov,,Ukraine,IZAN; PAN ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,Ukraine; Poland,English
UA_27,Viktor,1995,Mammalia,,Baranov,,Ukraine,IZAN; National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,russian
UA_28,Viktor,1995,Mammalia,,Baranov,,Ukraine,IZAN; National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,russian
UA_1342,Viktor,1995,Mammalia,,Baranov,,Ukraine,Institute of Geological Sciences,Ukraine,RUssian
UA_896,Pavlo,1995,Osteichthyes,,,,Ukraine,Institute of Geology and Geochmistry of Fossil Fuels NASU,Ukraine,Ukrainian
UA_1647,Viktor,1996,Amphibia,Anura,,,Ukraine,Voronezh State University,Russia,Russian
UA_1646,Viktor,1996,Amphibia; Reptilia,,,,Ukraine,Voronezh State University,Russia,Russian
UA_1321,Viktor,1996,Aves,,Baranov,,Ukraine,Nizhyn Gogol State University; IZAN,Ukraine,Ukrainian
UA_350,Viktor,1996,Chodrichthyes,,Baranov,,Ukraine,Taras Shevchenko National University of Luhansk,Ukraine,Russian
UA_730,Juan,1996,Mammalia,Carnivora,Juan,,Ukraine,"Institute of Paleobiology, Polish Academy of Science; National Museum of Natural History, National Academy of Sciences of Ukraine",Poland; Ukraine,English
UA_988,Pavlo,1996,Mammalia,Carnivora,,,Ukraine,National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Russian
UA_547,Leonid,1996,Mammalia,Perissodactyla,Gorobets,,Ukraine,National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,English
UA_1159,Svitozar,1996,Mammalia,Perissodactyla,,,Ukraine,National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Russian
UA_541,Leonid,1996,Mammalia,Rodentia,Gorobets,,Ukraine,University of Bonn; Leiden University,Germany; Netherlands,English
UA_709,Juan,1996,Mammalia,Rodentia,Juan,,Ukraine,"Geological Institute, Russian Academy of Sciences",Russia,English
UA_593,Leonid,1996,Mammalia,Rodentia,Gorobets,,Ukraine,National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,English
UA_1394,Viktor,1996,Mammalia,Rodentia,Baranov,,Ukraine,National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Russian
UA_1395,Viktor,1996,Mammalia,Rodentia,Baranov,,Ukraine,National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Russian
UA_296,Viktor,1996,Mammalia,Rodentia; Insectivora; Lagomorpha,Baranov,,Ukraine,IZAN; National Museum of Natural History at the National Academy of Sciences of Ukraine; Institute of Geological Sciences,Ukraine,Russian
UA_652,Juan,1996,Mammalia,Rodentia; Lagomorpha; Eulipotyphla,Juan,,Ukraine,"National Museum of Natural History, National Academy of Sciences of Ukraine",Ukraine,English
UA_651,Juan,1996,Mammalia,Rodentia; mimcroterofauna ,Juan,,Ukraine,"National Museum of Natural History, National Academy of Sciences of Ukraine",Ukraine,English
UA_548,Leonid,1996,Mammalia,,Gorobets,,Ukraine,National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,English
UA_594,Leonid,1996,Mammalia,,Gorobets,,Ukraine,National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,English
UA_29,Viktor,1996,Mammalia,,Baranov,,Ukraine,IZAN; National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,russian
UA_51,Viktor,1996,Mammalia,,Baranov,,Ukraine,IZAN,Ukraine,Ukrainian
UA_542,Leonid,1996,Var Vertebrata,,Gorobets,,Ukraine,Taras Shevchenko Kyiv National University; IZAN,Ukraine,English
UA_797,Pavlo,1996,Var Vertebrata,,,,Ukraine,,Ukraine,Ukrainian
UA_940,Pavlo,1996,Var Vertebrata,,,,Ukraine,Institute of Archaeology NASU,Ukraine,Ukrainian
UA_941,Pavlo,1996,Var Vertebrata,,,,Ukraine,Institute of Archaeology NASU,Ukraine,Ukrainian
UA_629,Juan,1997,Mammalia,Proboscidea,Juan,,Ukraine,"Schmalhausen Institute of Zoology, National Academy of Sciences of Ukraine",Ukraine,English
UA_1618,Viktor,1997,Mammalia,Artiodactyla,,,Ukraine,Sumy Regional Museum,Ukraine,Ukrainian
UA_397,Viktor,1997,Mammalia,Artiodctyla,Baranov,,Ukraine,Kharkiv State Zooveterinary Academy,Ukraine,Russian
UA_1262,Viktor,1997,Mammalia,Carnivora; Proboscidea; Perissodactyla,Baranov,,Ukraine,Institute of Archaeology NASU,Ukraine,Ukrainian
UA_685,Juan,1997,Mammalia,Insectivora,Juan,,Ukraine,"Institute of Systematics and Evolution of Animals, Polish Academy of Science; Schmalhausen Institute of Zoology, National Academy of Sciences of Ukraine",Poland; Ukraine,English
UA_524,Leonid,1997,Mammalia,Perissodactyla,Gorobets,,Ukraine,University of Helsinki; National Museum of Natural History at the National Academy of Sciences of Ukraine,Finland; Ukraine,English
UA_887,Pavlo,1997,Mammalia,Perissodactyla,,,Ukraine,Institutul de Zoologie | Institute of Zoology,Moldova,Russian
UA_1335,Viktor,1997,Mammalia,Perissodactyla,Baranov,,Ukraine,,Ukraine,RUssian
UA_595,Leonid,1997,Mammalia,Rodentia,Gorobets,,Ukraine,"National Museum of Natural History at the National Academy of Sciences of Ukraine; PAN Institute of Systematics and Evolution of Animals
",Poland; Ukraine,English
UA_653,Juan,1997,Mammalia,Rodentia,Juan,,Ukraine,"National Museum of Natural History, National Academy of Sciences of Ukraine",Ukraine,English
UA_297,Viktor,1997,Mammalia,Rodentia; Insectivora; Lagomorpha,Baranov,,Ukraine,IZAN; National Museum of Natural History at the National Academy of Sciences of Ukraine; Institute of Geological Sciences,Ukraine,Russian
UA_96,Viktor,1997,Mammalia,,Baranov,,Ukraine,Zoological Institute RAS,Russia,Russian
UA_415,Viktor,1997,Mammalia,,Baranov,,Ukraine,State Regional Museum of Donetsk,Ukraine,Russian
UA_1201,Svitozar,1997,Mammalia,,,,Ukraine,Geological Institute NASU,Ukraine,Russian
UA_1202,Svitozar,1997,Mammalia,,,,Ukraine,Geological Institute NASU,Ukraine,Russian
UA_929,Pavlo,1997,Var Vertebrata,,,,Ukraine,Institute of Archaeology NASU,Ukraine,Russian
UA_1446,Viktor,1998,Mammalia,Insectivora,Baranov,,Ukraine,Nizhyn Gogol State University; IZAN,Ukraine,Ukrainian
